id,title,release_date,genres,original_language,original_title,imdb_id,vote_count,revenue,runtime,adult,budget,popularity,release_year,log_budget,log_gross,gross_to_budget_ratio,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_Thriller,genre_War,genre_Western,vote_average
113260,Ben Hur,1907-12-07,Adventure|Drama|History,en,Ben Hur,tt0000582,19,0,15,False,500,1.863,1907,6.2166061010848646,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.7
96128,Traffic in Souls,1913-11-24,Crime|Drama,en,Traffic in Souls,tt0003471,17,1800000,88,False,5700,1.252,1913,8.648396877031582,14.403297778421795,315.7894736842105,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5
133213,The Dinosaur and the Missing Link: A Prehistoric Tragedy,1915-01-01,Animation|Comedy,en,The Dinosaur and the Missing Link: A Prehistoric Tragedy,tt0005198,13,0,5,False,5000,1.001,1915,8.517393171418904,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9
46758,The Life and Death of King Richard III,1912-10-15,Drama|History|Adventure,en,The Life and Death of King Richard III,tt0002461,7,0,55,False,30000,1.708,1912,10.308985993422082,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.7
402388,The Girl of the Golden West,1915-01-04,Western|Romance,en,The Girl of the Golden West,tt0005393,6,102224,45,False,15110,3.238,1915,9.62317823441376,11.534931545232842,6.765320979483786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.5
33208,The Photo-Drama of Creation,1914-01-11,Documentary,en,The Photo-Drama of Creation,tt0162536,3,0,480,False,300000,1.801,1914,12.611541086966115,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7
427238,Lancers Under the Earl of Airlie Fording the Modder River,1900-11-22,,en,Lancers Under the Earl of Airlie Fording the Modder River,tt2388778,2,0,1,False,1,0.6,1900,0.6931471805599453,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
193829,Das Mirakel,1914-05-15,,en,Das Mirakel,tt0296756,2,0,63,False,50,0.691,1914,3.9318256327243257,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
278480,A Daughter of the Gods,1916-10-16,Fantasy|Drama,en,A Daughter of the Gods,tt0006568,2,1390000,180,False,1000000,0.887,1916,13.815511557963774,14.144815024531075,1.39,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.5
1180455,"Water, Klimaat en Film",1911-02-04,Documentary,nl,"Water, Klimaat en Film",,1,1,0,False,500,0.6,1911,6.2166061010848646,0.6931471805599453,0.002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
277699,The Prisoner of Zenda,1913-02-18,Adventure,en,The Prisoner of Zenda,tt0003301,1,0,55,False,50000,0.6,1913,10.819798284210286,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1492510,Juliet and Romeo - 1231 ☆*: .｡. o(≧▽≦)o .｡.:*☆ UwU,1800-01-01,,la,Juliet and Romeo - 1231 ☆*: .｡. o(≧▽≦)o .｡.:*☆ UwU,,0,4999999999,0,False,1,0.0071,1800,0.6931471805599453,22.33270374938051,4999999999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1482890,Man in the Dunes #2,1900-01-01,Western,en,Man in the Dunes #2,,0,11,25,False,8,0.0357,1900,2.1972245773362196,2.4849066497880004,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1459889,Sweet Nell of Old Drury,1911-12-02,Drama|History|Romance,xx,Sweet Nell of Old Drury,tt0001911,0,0,50,False,2577,0.0143,1911,7.8547691834991324,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0
1578271,And,1890-11-13,Drama|Comedy|Documentary,fr,And,,0,0,0,False,1,0.05,1890,0.6931471805599453,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1381714,New York Stories: Life Lessons,1898-03-10,Drama|Comedy|Romance,en,New York Stories: Life Lessons,,0,10000000,42,False,15000000,0.901,1898,16.52356082573315,16.118095750958314,0.6666666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0
563508,Temptation,1915-12-15,Drama|Romance,en,Temptation,tt0006140,0,102437,60,False,22472,0.6,1915,10.020069867615993,11.537013016499289,4.558428266286935,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0
563515,Maria Rosa,1916-05-07,Drama,en,Maria Rosa,tt0007038,0,102768,50,False,18575,0.64,1916,9.829625703937673,11.540239030105688,5.532597577388963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
572090,Neptune's Daughter,1914-04-25,Fantasy,en,Neptune's Daughter,tt0004391,0,5773000,95,False,2221000,0.896,1914,14.613468553124099,15.56870260726322,2.59927960378208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
284791,The Lamb,1915-11-06,Western|Adventure|Comedy,en,The Lamb,tt0005600,0,0,56,False,41,0.626,1915,3.7376696182833684,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
434136,Infidelity,1911-10-01,Drama,nl,Ontrouw,tt0158834,0,0,40,False,2231,0.6,1911,7.710653323501202,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
427829,Un drama en Puerto Rico,1912-05-27,Drama,es,Un drama en Puerto Rico,,0,0,10,False,700,0.6,1912,6.55250788703459,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
468031,The Rose of the Rancho,1914-11-15,Romance|Western|Adventure,en,The Rose of the Rancho,tt0004545,0,87028,50,False,16988,0.9,1914,9.740321354781914,11.373996675426842,5.1229102896161995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0
370109,The Beating He Needed,1912-10-07,Comedy,en,The Beating He Needed,tt0002055,0,0,8,False,8,0.6,1912,2.1972245773362196,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
988601,"Captain Midnight, the Bush King",1911-02-09,Western,en,"Captain Midnight, the Bush King",tt0001530,0,0,0,False,987,0.6,1911,6.895682697747868,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
