id,title,release_date,genres,original_language,original_title,imdb_id,vote_count,revenue,runtime,adult,budget,popularity,release_year,log_budget,log_gross,gross_to_budget_ratio,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,vote_average
165,Back to the Future Part II,1989-11-22,Adventure|Comedy|Science Fiction,en,Back to the Future Part II,tt0096874,11817,332000000,108,False,40000000,30.516,1989,17.50439003707821,19.620645529892812,8.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.752
280,Terminator 2: Judgment Day,1991-07-03,Action|Thriller|Science Fiction,en,Terminator 2: Judgment Day,tt0103064,11744,520000000,137,False,102000000,69.45,1991,18.440483381052466,20.069339371462824,5.098039215686274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.104
769,GoodFellas,1990-09-12,Drama|Crime,en,GoodFellas,tt0099685,11726,46835000,145,False,25000000,83.57,1990,17.034386422832473,17.66214136597692,1.8734,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.464
85,Raiders of the Lost Ark,1981-06-12,Adventure|Action,en,Raiders of the Lost Ark,tt0082971,11483,389925971,115,False,18000000,60.763,1981,16.705882371415992,19.78146746368613,21.662553944444443,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.924
240,The Godfather Part II,1974-12-20,Drama|Crime,en,The Godfather Part II,tt0071562,11293,102600000,202,False,13000000,64.753,1974,16.380459992348886,18.44634850044753,7.892307692307693,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.591
103,Taxi Driver,1976-02-09,Crime|Drama,en,Taxi Driver,tt0075314,11081,28600000,114,False,1900000,41.36,1976,14.45736497045232,17.168917310755116,15.052631578947368,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.2
111,Scarface,1983-12-09,Action|Crime|Drama,en,Scarface,tt0086250,10749,66023329,169,False,25000000,54.199,1983,17.034386422832473,18.005518722378135,2.64093316,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.168
62,2001: A Space Odyssey,1968-04-02,Science Fiction|Mystery|Adventure,en,2001: A Space Odyssey,tt0062622,10575,71923560,149,False,12000000,48.932,1968,16.300417291085605,18.091114460250058,5.99363,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8.076
812,Aladdin,1992-11-25,Animation|Family|Adventure|Fantasy|Romance,en,Aladdin,tt0103639,10547,504050219,95,False,28000000,52.027,1992,17.147715103853763,20.038186463928767,18.001793535714285,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,7.645
601,E.T. the Extra-Terrestrial,1982-06-11,Science Fiction|Adventure|Family|Fantasy,en,E.T. the Extra-Terrestrial,tt0083866,10467,792965500,115,False,10500000,50.334,1982,16.166885910365842,20.49129027423916,75.52052380952381,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7.512
207,Dead Poets Society,1989-06-02,Drama,en,Dead Poets Society,tt0097165,10311,235860116,128,False,16400000,38.942,1989,16.612791953770035,19.278749462682956,14.381714390243902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.312
562,Die Hard,1988-07-15,Action|Thriller,en,Die Hard,tt0095016,10202,140767956,131,False,28000000,36.754,1988,17.147715103853763,18.762623397663386,5.027427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.775
771,Home Alone,1990-11-16,Comedy|Family,en,Home Alone,tt0099785,10140,476684675,103,False,18000000,1.826,1990,16.705882371415992,19.982365773654585,26.482481944444444,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.412
196,Back to the Future Part III,1990-05-25,Adventure|Comedy|Science Fiction,en,Back to the Future Part III,tt0099088,9679,244527583,119,False,40000000,33.735,1990,17.50439003707821,19.314838678511638,6.113189575,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.465
600,Full Metal Jacket,1987-06-26,Drama|War,en,Full Metal Jacket,tt0093058,9665,46357676,117,False,30000000,40.541,1987,17.216707972959764,17.651897467328787,1.5452558666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.136
510,One Flew Over the Cuckoo's Nest,1975-11-19,Drama,en,One Flew Over the Cuckoo's Nest,tt0073486,9650,108981275,133,False,3000000,36.673,1975,14.914123179965662,18.506686645621063,36.32709166666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.42
578,Jaws,1975-06-20,Horror|Thriller|Adventure,en,Jaws,tt0073195,9541,470653000,124,False,7000000,34.492,1975,15.76142084987672,19.96963165222529,67.23614285714285,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.659
89,Indiana Jones and the Last Crusade,1989-05-24,Adventure|Action,en,Indiana Jones and the Last Crusade,tt0097576,9301,474171806,127,False,48000000,52.439,1989,17.6867115897055,19.977080276011176,9.878579291666666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.847
539,Psycho,1960-06-22,Horror|Drama|Thriller,en,Psycho,tt0054215,9272,32000000,109,False,806947,51.373,1960,13.601014508992591,17.281246492014,39.65564033325609,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8.437
10020,Beauty and the Beast,1991-10-22,Romance|Family|Animation|Fantasy,en,Beauty and the Beast,tt0101414,9256,424967620,84,False,25000000,72.077,1991,17.034386422832473,19.867523538104045,16.9987048,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,7.734
679,Aliens,1986-07-18,Action|Thriller|Science Fiction,en,Aliens,tt0090605,8758,183316455,137,False,18500000,49.209,1986,16.733281344102608,19.026724485103248,9.908997567567567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.933
772,Home Alone 2: Lost in New York,1992-11-19,Comedy|Family|Adventure,en,Home Alone 2: Lost in New York,tt0104431,8671,358994850,120,False,18000000,40.283,1992,16.705882371415992,19.69881860373131,19.944158333333334,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.705
87,Indiana Jones and the Temple of Doom,1984-05-23,Adventure|Action,en,Indiana Jones and the Temple of Doom,tt0087469,8505,333000000,118,False,28000000,53.304,1984,17.147715103853763,19.62365305094772,11.892857142857142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.294
620,Ghostbusters,1984-06-08,Comedy|Fantasy,en,Ghostbusters,tt0087332,8143,296187079,107,False,30000000,29.78,1984,17.216707972959764,19.506501839670396,9.872902633333334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.467
429,"The Good, the Bad and the Ugly",1966-12-23,Western,it,"Il buono, il brutto, il cattivo",tt0060196,7751,38900000,161,False,1200000,81.717,1966,13.997832948091215,17.476504834295614,32.416666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.473
744,Top Gun,1986-05-16,Romance|Drama|Action,en,Top Gun,tt0092099,7710,356830601,110,False,15000000,50.029,1986,16.52356082573315,19.69277172292949,23.788706733333335,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.0
389,12 Angry Men,1957-04-10,Drama,en,12 Angry Men,tt0050083,7658,1000000,97,False,350000,51.201,1957,12.765691290604371,13.815511557963774,2.857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.54
28,Apocalypse Now,1979-08-15,Drama|War,en,Apocalypse Now,tt0078788,7485,150000000,147,False,31500000,37.715,1979,17.265498135541893,18.826145858727198,4.761904761904762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.282
2108,The Breakfast Club,1985-02-15,Comedy|Drama,en,The Breakfast Club,tt0088847,7478,51525171,98,False,1000000,27.667,1985,13.815511557963774,17.757581022920572,51.525171,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.751
114,Pretty Woman,1990-03-23,Comedy|Romance,en,Pretty Woman,tt0100405,7371,463406268,119,False,14000000,42.75,1990,16.454567959008102,19.95411469814036,33.100447714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.5
10144,The Little Mermaid,1989-11-17,Animation|Family|Fantasy,en,The Little Mermaid,tt0097757,7316,211343479,83,False,40000000,79.593,1989,17.50439003707821,19.16899523519912,5.283586975,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.355
106,Predator,1987-06-12,Science Fiction|Action|Adventure|Thriller,en,Predator,tt0093773,7265,98267558,107,False,15000000,57.562,1987,16.52356082573315,18.403204510302817,6.551170533333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.506
9552,The Exorcist,1973-12-26,Horror,en,The Exorcist,tt0070047,7247,441405644,122,False,12000000,94.668,1973,16.300417291085605,19.90547484055878,36.783803666666664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.72
268,Batman,1989-06-21,Fantasy|Action|Crime,en,Batman,tt0096895,7152,411348924,126,False,35000000,40.79,1989,17.370858648025116,19.8349523782295,11.7528264,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.2
1366,Rocky,1976-11-21,Drama|Romance,en,Rocky,tt0075148,7135,225250402,119,False,1000000,42.023,1976,13.815511557963774,19.232723243574316,225.250402,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.8
8392,My Neighbor Totoro,1988-04-16,Fantasy|Animation|Family,ja,となりのトトロ,tt0096283,7124,41000000,86,False,3700000,46.44,1988,15.123843647884687,17.529082649058825,11.08108108108108,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.073
408,Snow White and the Seven Dwarfs,1937-12-21,Fantasy|Animation|Family,en,Snow White and the Seven Dwarfs,tt0029583,6840,184925486,83,False,1488423,53.193,1937,14.213228400022265,19.035463528934805,124.24256142239135,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.116
621,Grease,1978-07-07,Romance|Comedy,en,Grease,tt0077631,6760,181813770,110,False,6000000,37.651,1978,15.607270193858982,19.01849348491372,30.302295,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.394
11224,Cinderella,1950-02-22,Family|Fantasy|Animation|Romance,en,Cinderella,tt0042332,6239,263591415,74,False,2900000,85.42,1950,14.88022163978423,19.38991079557074,90.89359137931035,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,7.037
1091,The Thing,1982-06-25,Horror|Mystery|Science Fiction,en,The Thing,tt0084787,6232,19629760,109,False,15000000,57.921,1982,16.52356082573315,16.792557390936548,1.3086506666666666,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,8.045
4011,Beetlejuice,1988-03-30,Fantasy|Comedy,en,Beetlejuice,tt0094721,6117,74714298,92,False,15000000,41.633,1988,16.52356082573315,18.129182050794135,4.9809532,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.384
364,Batman Returns,1992-06-19,Action|Fantasy,en,Batman Returns,tt0103776,5985,280000000,126,False,80000000,29.261,1992,18.197537205138154,19.450300164704952,3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.913
567,Rear Window,1954-08-01,Thriller|Mystery,en,Rear Window,tt0047396,5893,37034514,112,False,1000000,27.612,1954,13.815511557963774,17.427360873623513,37.034514,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8.359
927,Gremlins,1984-06-08,Fantasy|Horror|Comedy,en,Gremlins,tt0087363,5819,153083102,106,False,11000000,28.718,1984,16.213405921671733,18.846491488763156,13.916645636363636,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.09
380,Rain Man,1988-12-12,Drama,en,Rain Man,tt0095953,5814,354825435,134,False,25000000,21.798,1988,17.034386422832473,19.68713649692359,14.1930174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.756
12230,One Hundred and One Dalmatians,1961-01-25,Adventure|Animation|Comedy|Family,en,One Hundred and One Dalmatians,tt0055254,5812,85000000,82,False,4000000,38.721,1961,15.201805169084134,18.258161826219297,21.25,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.162
9325,The Jungle Book,1967-10-18,Family|Animation|Adventure,en,The Jungle Book,tt0061852,5809,205843612,78,False,4000000,55.91,1967,15.201805169084134,19.142627278251656,51.460903,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.276
88,Dirty Dancing,1987-08-21,Drama|Music|Romance,en,Dirty Dancing,tt0092890,5679,214577242,100,False,6000000,29.153,1987,15.607270193858982,19.18418033873541,35.762873666666664,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7.345
1368,First Blood,1982-10-22,Action|Adventure|Thriller|War,en,First Blood,tt0083944,5675,125212904,93,False,15000000,41.721,1982,16.52356082573315,18.645526086398274,8.347526933333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.5
242,The Godfather Part III,1990-12-25,Crime|Drama|Thriller,en,The Godfather Part III,tt0099674,5627,136766062,162,False,54000000,73.018,1990,17.804494623047066,18.733782454891035,2.532704851851852,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.422
12092,Alice in Wonderland,1951-07-28,Animation|Family|Fantasy|Adventure,en,Alice in Wonderland,tt0043274,5459,57200000,75,False,3000000,54.201,1951,14.914123179965662,17.862064473832543,19.066666666666666,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.185
10895,Pinocchio,1940-02-23,Animation|Family,en,Pinocchio,tt0032910,5440,84300000,88,False,2600000,34.383,1940,14.77102238760702,18.24989243483448,32.42307692307692,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.102
235,Stand by Me,1986-08-08,Crime|Drama,en,Stand by Me,tt0092005,5317,52287414,89,False,8000000,28.659,1986,15.894952224644102,17.772266269103728,6.53592675,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.856
762,Monty Python and the Holy Grail,1975-05-25,Adventure|Comedy|Fantasy,en,Monty Python and the Holy Grail,tt0071853,5280,1940906,91,False,400000,28.015,1975,12.899222326086994,14.478665947556584,4.852265,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.797
1573,Die Hard 2,1990-07-03,Action|Thriller,en,Die Hard 2,tt0099423,5275,240031094,124,False,70000000,35.157,1990,18.064005814299346,19.296279035413768,3.4290156285714284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.923
9340,The Goonies,1985-06-07,Adventure|Comedy|Family,en,The Goonies,tt0089218,5254,61389680,114,False,19000000,37.406,1985,16.759949589762293,17.93275231710414,3.231035789473684,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.52
426,Vertigo,1958-05-28,Mystery|Romance|Thriller,en,Vertigo,tt0052357,5251,7797728,128,False,2479000,28.086,1958,14.72336621440571,15.869343095420156,3.1455135135135137,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,8.18
861,Total Recall,1990-06-01,Action|Adventure|Science Fiction,en,Total Recall,tt0100802,5243,261317921,113,False,65000000,25.031,1990,17.989897843244528,19.381248315968882,4.020275707692308,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.284
3170,Bambi,1942-08-14,Animation|Drama|Family,en,Bambi,tt0034492,5236,267447150,70,False,858000,43.491,1942,13.662360543970586,19.40443253842639,311.709965034965,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.0
856,Who Framed Roger Rabbit,1988-06-21,Fantasy|Animation|Comedy|Crime,en,Who Framed Roger Rabbit,tt0096438,5216,329803958,104,False,70000000,29.829,1988,18.064005814299346,19.61400897226272,4.711485114285714,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.52
117,The Untouchables,1987-06-03,Crime|Drama|History|Thriller,en,The Untouchables,tt0094226,5181,76270454,119,False,25000000,30.039,1987,17.034386422832473,18.149796199770982,3.05081816,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7.77
630,The Wizard of Oz,1939-08-15,Adventure|Fantasy|Family,en,The Wizard of Oz,tt0032138,5112,33754967,102,False,2777000,44.236,1939,14.8368821263897,17.334638164449956,12.15519157364062,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.571
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,Drama|Comedy|War,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,5111,9523464,95,False,1800000,18.253,1964,14.403297778421795,16.06926931113456,5.290813333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.129
251,Ghost,1990-07-13,Fantasy|Drama|Thriller|Mystery|Romance,en,Ghost,tt0099653,5103,505000000,127,False,22000000,31.271,1990,16.906553056777135,20.040068989219833,22.954545454545453,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,7.206
8077,Alien³,1992-05-22,Science Fiction|Action|Horror,en,Alien³,tt0103644,5066,159773545,114,False,50000000,28.981,1992,17.72753358339242,18.88926803316192,3.1954709,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.4
15,Citizen Kane,1941-04-17,Mystery|Drama,en,Citizen Kane,tt0033467,5034,23218000,119,False,839727,28.218,1941,13.640833308858063,16.96043844095015,27.649462265712547,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8.015
10693,Peter Pan,1953-02-05,Animation|Family|Adventure|Fantasy,en,Peter Pan,tt0046183,4990,87404651,77,False,4000000,37.561,1953,15.201805169084134,18.286059065753903,21.85116275,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.222
948,Halloween,1978-10-24,Horror|Thriller,en,Halloween,tt0077651,4987,70274000,91,False,325000,56.727,1978,12.691583538230217,18.067912459074183,216.2276923076923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.562
879,Hook,1991-04-10,Adventure|Fantasy|Comedy|Family,en,Hook,tt0102057,4931,300855000,142,False,70000000,29.223,1991,18.064005814299346,19.522138982394253,4.297928571428572,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.824
289,Casablanca,1943-01-15,Drama|Romance,en,Casablanca,tt0034583,4928,10462500,102,False,878000,25.177,1943,13.68540301156877,16.163308089359315,11.916287015945331,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.171
10340,Lady and the Tramp,1955-06-22,Family|Animation|Romance,en,Lady and the Tramp,tt0048280,4880,36359037,76,False,4000000,36.117,1955,15.201805169084134,17.40895336927778,9.08975925,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.101
311,Once Upon a Time in America,1984-05-23,Drama|Crime,en,Once Upon a Time in America,tt0087843,4863,5500000,229,False,30000000,42.059,1984,17.216707972959764,15.520258832020865,0.18333333333333332,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.427
12477,Grave of the Fireflies,1988-04-16,Animation|Drama|War,ja,火垂るの墓,tt0095327,4861,516962,89,False,3700000,0.6,1988,15.123843647884687,13.155726584198405,0.13971945945945946,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.455
10882,Sleeping Beauty,1959-02-17,Fantasy|Animation|Romance|Family,en,Sleeping Beauty,tt0053285,4784,51600000,75,False,6000000,37.722,1959,15.607270193858982,17.759032249831638,8.6,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6.942
10112,The Aristocats,1970-12-24,Animation|Comedy|Family|Adventure,en,The Aristocats,tt0065421,4660,55675257,78,False,4000000,38.66,1970,15.201805169084134,17.835046405133788,13.91881425,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.289
6114,Bram Stoker's Dracula,1992-11-13,Romance|Horror,en,Bram Stoker's Dracula,tt0103874,4626,215862692,128,False,40000000,35.967,1992,17.50439003707821,19.190153082962333,5.3965673,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.449
377,A Nightmare on Elm Street,1984-11-09,Horror,en,A Nightmare on Elm Street,tt0087800,4615,57000000,91,False,1100000,32.056,1984,13.910821646859095,17.858561843342684,51.81818181818182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.324
11360,Dumbo,1941-10-31,Animation|Family,en,Dumbo,tt0033563,4591,1600000,64,False,812000,60.157,1941,13.60725685067015,14.285514812209815,1.9704433497536946,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.995
5548,RoboCop,1987-07-17,Action|Thriller|Science Fiction,en,RoboCop,tt0093870,4559,53424681,102,False,13000000,38.935,1987,16.380459992348886,17.793783406882234,4.109590846153846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.297
9377,Ferris Bueller's Day Off,1986-06-11,Comedy,en,Ferris Bueller's Day Off,tt0091042,4479,70136369,103,False,6000000,39.933,1986,15.607270193858982,18.065952047701455,11.689394833333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.603
433,Mary Poppins,1964-12-17,Comedy|Family|Fantasy,en,Mary Poppins,tt0058331,4350,103082380,139,False,6000000,27.399,1964,15.607270193858982,18.451039042045892,17.180396666666667,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.569
2493,The Princess Bride,1987-09-25,Adventure|Family|Fantasy|Comedy|Romance,en,The Princess Bride,tt0093779,4176,30861665,99,False,16000000,31.347,1987,16.588099342704055,17.24502538918417,1.9288540625,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,7.674
1700,Misery,1990-11-30,Drama|Thriller,en,Misery,tt0100157,4175,61276872,107,False,20000000,28.704,1990,16.811242881518265,17.93091305402675,3.0638436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.752
941,Lethal Weapon,1987-03-06,Adventure|Action|Comedy|Thriller|Crime,en,Lethal Weapon,tt0093409,4164,120207127,110,False,15000000,27.89,1987,16.52356082573315,18.604726879471862,8.013808466666667,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.286
2907,The Addams Family,1991-11-22,Comedy|Fantasy,en,The Addams Family,tt0101272,4142,191502426,102,False,30000000,36.491,1991,17.216707972959764,19.07041104013391,6.3834142,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.031
792,Platoon,1986-12-19,Drama|War|Action,en,Platoon,tt0091763,4087,138530565,120,False,6000000,26.482,1986,15.607270193858982,18.746601552383314,23.0884275,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7.747
813,Airplane!,1980-07-02,Comedy,en,Airplane!,tt0080339,4057,83453539,88,False,3500000,32.122,1980,15.068273812173887,18.239800627783534,23.843868285714287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.282
11886,Robin Hood,1973-11-08,Animation|Family,en,Robin Hood,tt0070608,4029,32056467,83,False,5000000,26.27,1973,15.424948670398354,17.283009530642506,6.4112934,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.284
