rmse,mae,r2,model,split
3.3642124549193038,2.7571706018677173,0.1630572555308718,linear,40
3.2969236519274006,2.639007632054583,0.19620240871287042,poly_deg_2,40
1.3384861867868627,0.683297986765037,0.8675180513710059,lgbm,40
3.485400470117828,2.8349111261426305,0.11270548935703761,linear,41
3.4165229295423463,2.7164694147709025,0.1474279256787211,poly_deg_2,41
1.3121445962287859,0.6431571083276919,0.8742448393677404,lgbm,41
3.540399453202759,2.823967637072032,0.08969867607855098,linear,42
3.481440386422032,2.7342133246089433,0.11976512686843632,poly_deg_2,42
1.2779155349767557,0.6103567104212005,0.8813999304531522,lgbm,42
3.6142456110595367,2.8030464250212703,0.07918472621622552,linear,43
3.550840027325412,2.7254791803663054,0.11120950072602076,poly_deg_2,43
1.270797963576493,0.5955744533802437,0.8861612259186676,lgbm,43
3.598962741701627,2.65345020145029,0.06469501331698424,linear,44
3.6048031266519325,2.6662553610874573,0.06165693048173759,poly_deg_2,44
1.2269599751539964,0.5268107376049606,0.8912925420676862,lgbm,44
3.375450179579749,2.37635705241473,0.037370282238628594,linear,45
3.406804117227841,2.4255570062185754,0.019403842714929675,poly_deg_2,45
0.9714493580096036,0.36530360083838126,0.920267351323681,lgbm,45
3.166322856256989,2.025513764114037,-0.016784543352179382,linear,46
3.176575757399617,2.0186899892401464,-0.023380124734062147,poly_deg_2,46
0.5966152592616426,0.18883792204754746,0.9638999953754346,lgbm,46
